time a b
33420 77 122
33420 122 1245
33420 27 295
33440 245 880
33440 1245 1492
33440 122 1492
33440 261 642
33440 20 122
33440 232 272
33440 429 1323
33440 259 295
33440 429 1492
33440 215 440
33440 160 259
33440 122 1323
33460 985 1090
33460 259 880
33460 215 1090
33460 603 649
33460 20 1492
33460 160 628
33460 3 440
33460 232 272
33460 14 295
33460 20 77
33460 3 429
33460 14 880
33460 97 1492
33460 14 27
33460 160 259
33460 429 1090
33460 27 295
33480 510 743
33480 513 743
33480 245 628
33480 14 295
33480 97 440
33480 162 464
33480 14 27
33480 20 97
33480 27 295
33480 74 147
33480 3 426
33480 20 122
33480 440 1323
33480 74 122
33480 245 880
33480 261 884
33480 147 1260
33480 122 1260
33480 245 653
33480 27 99
33480 3 97
33480 74 215
33480 122 378
33480 97 147
33480 259 653
33480 3 215
33480 1090 1492
33480 378 1245
33480 215 1323
33480 1323 1492
33480 269 743
33480 272 921
33480 99 628
33480 99 880
33480 160 259
33480 3 1492
33500 510 743
33500 378 1090
33500 99 160
33500 14 27
33500 1090 1323
33500 27 653
33500 119 270
33500 3 122
33500 77 147
33500 261 884
33500 14 160
33500 20 985
33500 259 880
33500 122 215
33500 74 215
33500 628 880
33500 74 985
33500 3 215
33500 1209 1323
33500 122 440
33500 27 880
33500 14 259
33500 172 577
33500 172 513
33500 3 1260
33500 378 440
33500 3 20
33500 99 880
33500 97 1323
33500 77 215
33520 510 743
33520 147 1323
33520 14 259
33520 172 577
33520 248 577
33520 74 77
33520 741 886
33520 99 628
33520 172 513
33520 14 653
33520 261 884
33520 378 440
33520 122 440
33520 147 378
33540 510 743
33540 162 242
33540 706 923
33540 245 259
33540 741 886
33540 15 242
33540 147 1323
33540 14 880
33540 27 653
33540 160 880
33540 27 295
33540 269 513
33540 160 628
33540 77 147
33540 14 245
33540 261 884
33540 160 245
33540 1245 1260
33540 27 99
33540 440 1260
33540 434 574
33540 147 1245
33540 628 880
33540 259 653
33540 15 162
33540 215 1209
33540 122 440
33540 574 642
33540 245 295
33540 160 259
33540 99 628
33540 97 1323
33540 99 259
33560 259 628
33560 122 1260
33560 706 923
33560 245 259
33560 122 1090
33560 574 642
33560 14 880
33560 99 160
33560 20 1323
33560 14 27
33560 27 653
33560 248 577
33560 269 513
33560 14 653
33560 261 884
33560 160 245
33560 259 653
33560 97 122
33560 27 880
33560 245 295
33560 245 880
33560 74 1323
33560 20 74
33560 99 880
33560 99 259
33580 510 743
33580 97 426
33580 706 923
33580 245 259
33580 741 886
33580 14 880
33580 122 1090
33580 27 653
33580 653 880
33580 27 295
33580 160 628
33580 1090 1260
33580 741 1492
33580 99 245
33580 261 884
33580 14 160
33580 20 985
33580 259 880
33580 27 245
33580 426 1260
33580 1209 1323
33580 122 440
33580 14 259
33580 97 1245
33580 74 1245
33580 20 74
33580 97 1323
33580 77 378
33600 510 743
33600 706 923
33600 245 259
33600 99 245
33600 39 959
33600 20 1323
33600 14 27
33600 322 510
33600 20 97
33600 27 295
33600 99 628
33600 1090 1245
33600 269 513
33600 160 628
33600 440 1090
33600 14 653
33600 261 884
33600 74 215
33600 27 245
33600 97 378
33600 259 653
33600 378 1245
33600 27 628
33600 215 1323
33600 160 259
33600 14 99
33600 245 880
33600 14 628
33600 172 248
33600 20 1260
33600 99 259
33620 27 295
33620 985 1323
33620 706 923
33620 122 378
33620 74 378
33620 20 77
33620 74 426
33620 20 440
33620 440 1090
33620 14 880
33620 378 1245
33620 261 884
33620 20 1323
33620 215 1323
33620 122 1245
33620 3 425
33620 14 160
33620 1090 1245
33640 99 628
33640 378 1090
33640 20 1209
33640 122 215
33640 74 215
33640 245 295
33640 74 77
33640 985 1323
33640 628 880
33640 378 1245
33640 259 653
33640 985 1245
33640 20 215
33640 706 923
33640 20 1245
33640 261 884
33640 99 880
33640 160 259
33640 97 122
33660 27 99
33660 99 653
33660 122 215
33660 14 295
33660 97 440
33660 122 378
33660 77 215
33660 14 259
33660 74 1260
33660 74 1209
33660 74 122
33660 20 1245
33660 261 884
33660 706 923
33660 215 1245
33660 20 378
33660 440 1245
33660 889 959
33660 27 295
33680 378 1090
33680 706 923
33680 74 1260
33680 20 440
33680 574 642
33680 20 426
33680 1090 1245
33680 160 628
33680 1090 1260
33680 295 628
33680 985 1245
33680 261 884
33680 14 160
33680 215 378
33680 259 653
33680 378 1323
33680 889 959
33680 215 1245
33680 77 215
33680 14 99
33680 259 295
33680 97 1323
33680 160 295
33700 122 1245
33700 97 401
33700 14 259
33700 706 923
33700 74 215
33700 122 378
33700 74 378
33700 295 628
33700 574 642
33700 160 628
33700 34 99
33700 122 1323
33700 261 884
33700 14 34
33700 20 1323
33700 215 1323
33700 97 1323
33700 34 880
33700 99 259
33700 160 259
33700 14 880
33720 378 1090
33720 706 923
33720 77 97
33720 39 959
33720 27 653
33720 160 880
33720 27 295
33720 1090 1245
33720 160 628
33720 295 628
33720 440 1090
33720 14 653
33720 261 884
33720 440 1245
33720 20 985
33720 259 880
33720 603 649
33720 34 880
33720 34 99
33720 27 628
33720 14 34
33720 122 440
33720 1245 1323
33720 426 985
33720 99 880
33720 160 295
33720 122 1323
33740 74 122
33740 706 923
33740 387 603
33740 429 779
33740 97 440
33740 122 1090
33740 72 894
33740 1090 1260
33740 295 628
33740 27 99
33740 603 649
33740 122 215
33740 215 378
33740 628 880
33740 259 653
33740 27 628
33740 74 97
33740 99 259
33740 97 1090
33740 99 880
33740 603 779
33740 649 779
33740 160 295
33760 99 653
33760 259 880
33760 215 1245
33760 706 923
33760 122 215
33760 34 259
33760 99 259
33760 20 77
33760 27 628
33760 440 1090
33760 378 440
33760 440 1260
33760 27 295
33760 77 97
33760 99 880
33760 295 628
33760 20 97
33760 122 1090
33760 97 122
33780 27 99
33780 378 1090
33780 259 628
33780 1090 1245
33780 706 923
33780 160 628
33780 160 259
33780 27 628
33780 34 295
33780 20 1245
33780 99 160
33780 99 259
33800 27 99
33800 378 1090
33800 27 34
33800 77 426
33800 14 295
33800 706 923
33800 74 1209
33800 14 99
33800 27 628
33800 259 628
33800 1090 1245
33800 99 628
33800 14 628
33800 261 880
33800 259 295
33800 426 985
33800 14 34
33800 27 295
33800 160 259
33800 74 97
33800 97 122
33820 97 1260
33820 27 99
33820 34 628
33820 20 1209
33820 706 923
33820 74 215
33820 886 1492
33820 694 859
33820 378 1323
33820 440 1090
33820 259 653
33820 74 1323
33820 440 1323
33820 259 295
33820 20 215
33820 99 160
33820 1090 1323
33820 160 259
33820 20 97
33820 99 259
33820 77 440
33840 97 1260
33840 27 99
33840 14 295
33840 259 653
33840 74 1209
33840 14 99
33840 14 259
33840 27 34
33840 14 653
33840 97 1090
33840 99 160
33840 97 985
33840 259 295
33840 122 1090
33840 706 923
33840 27 653
33840 160 259
33840 261 909
33840 27 295
33860 27 99
33860 215 1245
33860 14 295
33860 259 653
33860 27 259
33860 20 215
33860 14 99
33860 14 259
33860 440 1090
33860 14 653
33860 147 387
33860 261 859
33860 706 923
33860 259 295
33860 20 1209
33860 97 440
33860 20 426
33860 378 440
33860 97 1090
33860 27 295
33880 27 99
33880 1090 1245
33880 215 426
33880 74 215
33880 74 426
33880 97 378
33880 706 923
33880 259 295
33880 34 99
33880 97 440
33880 99 160
33880 34 259
33880 160 259
33880 74 97
33880 27 295
33900 99 653
33900 706 923
33900 160 295
33900 147 387
33900 259 295
33900 20 74
33900 99 160
33900 160 259
33900 77 215
33900 27 295
33920 27 99
33920 706 923
33920 160 295
33920 122 426
33920 14 653
33920 74 1323
33920 259 295
33920 285 866
33920 426 1323
33920 14 34
33920 20 426
33920 215 1323
33920 215 440
33920 99 259
33920 14 99
33920 27 295
33940 97 426
33940 14 295
33940 706 923
33940 20 215
33940 14 259
33940 99 160
33940 14 653
33940 20 122
33940 603 649
33940 259 295
33940 122 1090
33940 14 34
33940 20 378
33940 27 295
33940 99 259
33940 20 1209
33960 27 99
33960 426 1245
33960 14 27
33960 460 880
33960 706 923
33960 122 378
33960 14 99
33960 122 1090
33960 259 653
33960 20 74
33960 14 34
33960 285 866
33960 20 77
33960 378 1245
33960 99 160
33960 378 440
33960 122 440
33960 160 259
33960 27 295
33980 27 99
33980 378 1090
33980 99 160
33980 706 923
33980 74 215
33980 1245 1323
33980 285 866
33980 122 1090
33980 20 440
33980 119 520
33980 74 985
33980 378 440
33980 874 977
33980 426 440
33980 215 1323
33980 122 440
33980 99 259
33980 20 378
34000 674 744
34000 420 954
34000 215 1245
34000 14 295
34000 706 923
34000 1245 1323
34000 440 1245
34000 14 259
34000 77 1090
34000 74 1323
34000 285 866
34000 122 1323
34000 119 520
34000 14 34
34000 122 1245
34000 99 259
34000 77 378
34000 27 295
34020 80 706
34020 14 259
34020 74 215
34020 504 744
34020 122 426
34020 638 854
34020 259 653
34020 20 122
34020 39 674
34020 14 653
34020 162 491
34020 20 77
34020 20 74
34020 638 744
34020 14 34
34020 122 440
34020 74 440
34020 160 259
34020 14 99
34020 122 1245
34040 626 866
34040 638 656
34040 160 259
34040 99 160
34040 119 520
34040 18 366
34040 440 985
34040 339 531
34040 118 531
34040 14 34
34040 638 854
34040 14 27
34040 27 295
34040 426 440
34040 215 985
34060 14 295
34060 122 426
34060 339 531
34060 531 854
34060 14 653
34060 119 520
34060 160 295
34060 14 99
34060 27 295
34080 339 420
34080 34 160
34080 420 531
34080 407 706
34080 122 426
34080 74 77
34080 339 531
34080 27 160
34080 34 295
34080 99 295
34080 18 465
34080 440 985
34080 20 426
34080 77 426
34080 122 440
34080 160 295
34080 14 99
34080 14 160
34100 39 465
34100 164 173
34100 219 246
34100 27 259
34100 20 215
34100 407 706
34100 259 653
34100 74 985
34100 339 531
34100 215 1209
34100 18 465
34100 119 520
34100 39 959
34100 339 420
34100 74 440
34100 14 160
34120 34 653
34120 74 1209
34120 18 959
34120 246 1245
34120 99 160
34120 20 215
34120 27 34
34120 20 122
34120 119 520
34120 14 160
34120 20 985
34120 527 954
34120 74 215
34120 339 531
34120 27 160
34120 14 34
34120 520 531
34120 407 706
34120 295 909
34120 440 985
34120 160 653
34120 99 259
34120 18 465
34140 34 653
34140 27 259
34140 20 215
34140 407 706
34140 527 954
34140 20 440
34140 20 122
34140 122 985
34140 339 531
34140 27 160
34140 14 653
34140 74 122
34140 99 160
34140 160 653
34140 99 259
34140 20 1209
34160 27 99
34160 118 468
34160 603 649
34160 27 259
34160 440 1209
34160 874 1414
34160 20 122
34160 118 465
34160 339 531
34160 27 160
34160 14 653
34160 118 527
34160 407 706
34160 122 440
34160 74 440
34160 99 259
34160 527 954
34180 27 99
34180 27 259
34180 420 531
34180 407 706
34180 20 122
34180 339 531
34180 27 160
34180 465 959
34180 20 74
34180 99 160
34180 20 426
34180 122 440
34180 34 259
34180 160 259
34180 18 465
34200 27 99
34200 407 706
34200 34 259
34200 39 465
34200 20 440
34200 99 160
34200 74 77
34200 20 122
34200 74 985
34200 118 531
34200 20 77
34200 20 74
34200 215 426
34200 39 959
34200 122 440
34200 74 440
34200 147 401
34220 20 656
34220 527 531
34220 122 215
34220 122 1209
34220 147 401
34220 407 706
34220 74 77
34220 339 531
34220 27 160
34220 215 1209
34220 74 122
34220 272 401
34220 118 531
34220 122 440
34220 378 1492
34220 18 465
34220 527 954
34240 27 160
34240 118 468
34240 34 259
34240 465 959
34240 162 372
34240 122 1209
34240 886 1492
34240 440 1209
34240 122 426
34240 407 706
34240 468 531
34240 122 985
34240 74 985
34240 985 1209
34240 295 909
34240 440 985
34240 77 440
34240 160 259
34240 74 440
34240 99 259
34260 339 527
34260 378 741
34260 74 122
34260 99 160
34260 39 465
34260 118 468
34260 77 1209
34260 468 527
34260 440 1209
34260 426 1209
34260 527 954
34260 531 954
34260 77 215
34260 339 531
34260 465 468
34260 215 1209
34260 215 426
34260 39 959
34260 215 440
34260 527 531
34260 160 259
34260 122 426
34260 74 426
34260 465 959
34260 39 531
34260 99 259
34280 426 1209
34280 27 259
34280 74 1209
34280 118 527
34280 215 985
34280 39 465
34280 118 468
34280 77 1209
34280 468 527
34280 39 420
34280 27 99
34280 527 954
34280 15 859
34280 74 215
34280 339 531
34280 122 985
34280 74 985
34280 27 160
34280 215 1209
34280 215 426
34280 122 440
34280 527 531
34280 99 259
34280 122 426
34280 468 531
34280 39 954
34280 160 259
34300 425 498
34300 77 985
34300 27 259
34300 74 1209
34300 160 295
34300 122 426
34300 122 985
34300 27 160
34300 34 295
34300 162 859
34300 440 985
34300 34 259
34300 99 259
34320 162 1090
34320 34 160
34320 15 1090
34320 118 527
34320 99 160
34320 77 122
34320 460 880
34320 77 1209
34320 27 34
34320 120 751
34320 39 527
34320 120 464
34320 122 215
34320 527 959
34320 531 954
34320 859 909
34320 339 531
34320 27 160
34320 34 295
34320 215 426
34320 39 959
34320 122 426
34320 426 985
34320 425 498
34340 162 751
34340 34 160
34340 27 259
34340 15 1090
34340 74 122
34340 99 160
34340 162 464
34340 160 259
34340 27 295
34340 120 162
34340 118 468
34340 460 880
34340 77 1209
34340 20 886
34340 27 34
34340 39 420
34340 120 751
34340 74 215
34340 531 954
34340 339 531
34340 122 985
34340 27 160
34340 34 295
34340 39 959
34340 74 440
34340 77 215
34340 468 531
34340 425 498
34340 99 259
34360 531 959
34360 118 468
34360 468 954
34360 39 468
34360 339 959
34360 741 1492
34360 339 531
34360 39 420
34360 656 741
34360 656 1492
34360 531 954
34360 162 694
34360 77 440
34360 77 122
34360 425 464
34360 425 498
34360 118 531
34360 122 440
34380 27 259
34380 99 160
34380 39 959
34380 77 122
34380 694 909
34380 118 468
34380 165 751
34380 333 489
34380 39 468
34380 531 954
34380 694 859
34380 339 531
34380 27 160
34380 118 531
34380 80 407
34380 122 426
34380 74 426
34380 15 120
34380 656 1492
34380 339 959
34380 339 954
34380 99 259
34400 504 510
34400 99 160
34400 77 122
34400 215 985
34400 118 468
34400 165 751
34400 15 498
34400 39 420
34400 372 751
34400 27 99
34400 694 859
34400 339 531
34400 74 985
34400 27 160
34400 39 959
34400 122 440
34400 77 985
34400 162 372
34400 886 1209
34400 74 426
34400 15 120
34400 656 1492
34400 426 440
34400 77 440
34400 339 954
34400 425 498
34420 27 99
34420 118 468
34420 122 215
34420 15 498
34420 468 959
34420 886 1209
34420 531 954
34420 15 120
34420 27 160
34420 15 162
34420 656 1492
34420 118 531
34420 339 954
34420 74 122
34420 440 985
34420 77 122
34420 122 440
34420 160 259
34420 432 653
34420 694 909
34420 215 985
34440 162 1090
34440 27 259
34440 15 1090
34440 468 959
34440 387 649
34440 118 959
34440 99 160
34440 432 653
34440 694 909
34440 215 985
34440 464 498
34440 118 468
34440 15 498
34440 39 468
34440 27 99
34440 122 215
34440 39 118
34440 215 440
34440 425 498
34440 122 426
34440 426 440
34440 77 440
34440 39 954
34440 97 720
34440 160 259
34460 27 259
34460 15 1090
34460 468 959
34460 71 649
34460 118 959
34460 99 160
34460 77 122
34460 432 653
34460 39 339
34460 694 909
34460 39 468
34460 118 339
34460 27 99
34460 122 215
34460 426 440
34460 74 77
34460 339 531
34460 122 985
34460 27 160
34460 15 162
34460 39 954
34460 215 426
34460 117 1414
34460 120 498
34460 39 118
34460 99 259
34480 27 259
34480 468 959
34480 118 959
34480 74 122
34480 99 160
34480 432 653
34480 39 339
34480 694 909
34480 39 468
34480 122 215
34480 74 215
34480 531 954
34480 339 531
34480 122 985
34480 74 985
34480 39 954
34480 99 259
34480 77 440
34480 39 118
34480 339 954
34480 97 720
34480 160 259
34500 27 259
34500 15 1090
34500 468 959
34500 118 959
34500 99 160
34500 432 653
34500 694 909
34500 432 461
34500 118 468
34500 39 420
34500 215 985
34500 122 215
34500 339 959
34500 531 954
34500 339 531
34500 122 985
34500 27 160
34500 39 118
34500 122 440
34500 77 426
34500 39 531
34500 118 531
34500 339 954
34500 97 720
34500 160 259
34520 420 959
34520 71 387
34520 162 1090
34520 603 649
34520 122 215
34520 27 259
34520 15 1090
34520 74 77
34520 339 531
34520 118 959
34520 15 162
34520 211 531
34520 118 468
34520 160 259
34520 118 339
34540 27 99
34540 162 1090
34540 603 649
34540 160 259
34540 378 741
34540 339 531
34540 122 985
34540 440 985
34540 27 160
34540 118 468
34540 401 1245
34540 99 160
34540 74 440
34540 99 259
34540 694 909
34540 272 1245
34560 77 985
34560 162 1090
34560 77 426
34560 74 122
34560 122 215
34560 74 215
34560 15 1090
34560 426 440
34560 339 531
34560 15 120
34560 118 468
34560 215 426
34560 99 160
34560 77 122
34560 74 985
34560 160 259
34560 27 259
34560 118 339
34560 215 985
34580 27 99
34580 39 118
34580 74 426
34580 27 259
34580 162 372
34580 74 215
34580 15 1090
34580 122 426
34580 99 160
34580 339 531
34580 15 120
34580 39 339
34580 118 468
34580 39 954
34580 120 464
34580 426 440
34580 160 259
34580 99 259
34580 886 1209
34580 118 954
34600 27 99
34600 39 118
34600 71 387
34600 162 372
34600 15 464
34600 27 259
34600 15 1090
34600 39 468
34600 339 531
34600 20 741
34600 39 339
34600 39 954
34600 120 464
34600 160 259
34600 122 440
34600 77 215
34600 339 954
34620 27 259
34620 74 122
34620 118 954
34620 118 468
34620 468 954
34620 39 468
34620 20 741
34620 120 464
34620 27 99
34620 122 215
34620 531 954
34620 71 1323
34620 118 531
34620 39 118
34620 71 387
34620 162 372
34620 649 1323
34620 99 259
34620 122 426
34620 468 531
34620 39 954
34620 160 259
34640 27 99
34640 372 491
34640 162 372
34640 74 215
34640 122 426
34640 339 954
34640 27 160
34640 71 1323
34640 162 491
34640 120 464
34640 99 160
34640 372 751
34640 99 259
34640 387 1323
34640 118 954
34660 464 498
34660 77 426
34660 603 649
34660 122 215
34660 27 259
34660 784 894
34660 339 531
34660 27 160
34660 71 1323
34660 162 491
34660 120 464
34660 99 160
34660 39 118
34660 160 259
34660 74 122
34680 77 426
34680 603 649
34680 15 464
34680 74 77
34680 55 985
34680 15 120
34680 27 160
34680 71 1323
34680 120 464
34680 99 259
34700 74 215
34700 649 1323
34700 160 259
34700 122 426
34700 15 498
34700 74 77
34700 71 649
34700 27 160
34700 784 894
34700 71 1323
34700 74 122
34700 215 426
34700 77 122
34700 99 259
34700 793 866
34700 160 959
34720 27 99
34720 71 387
34720 39 531
34720 27 259
34720 15 498
34720 649 1323
34720 122 426
34720 74 215
34720 39 468
34720 71 649
34720 339 531
34720 784 894
34720 39 954
34720 339 468
34720 99 160
34720 118 531
34720 122 440
34720 99 259
34720 339 954
34720 694 909
34720 118 954
34740 27 99
34740 39 118
34740 39 531
34740 15 498
34740 649 1323
34740 15 1090
34740 27 259
34740 531 954
34740 339 468
34740 784 894
34740 39 954
34740 89 97
34740 74 122
34740 99 160
34740 160 259
34740 34 259
34740 99 259
34740 694 909
34760 27 34
34760 372 491
34760 27 259
34760 15 1090
34760 89 97
34760 118 954
34760 784 894
34760 468 954
34760 39 468
34760 694 909
34760 34 259
34760 793 866
34760 74 215
34760 531 954
34760 656 886
34760 215 426
34760 122 440
34760 387 1323
34760 122 426
34760 15 498
34760 468 531
34760 339 954
34760 339 468
34780 71 387
34780 27 34
34780 27 259
34780 372 491
34780 39 531
34780 15 498
34780 74 215
34780 39 468
34780 261 295
34780 118 468
34780 39 118
34780 34 259
34780 74 122
34780 99 160
34780 77 440
34780 122 440
34780 74 440
34780 694 909
